site	v1	v2	asso	type
reef	ASV_00001	valine	NA	taxon
reef	ASV_00001	uridine	NA	taxon
reef	ASV_00001	tyrosine	NA	taxon
reef	ASV_00001	tryptophan	NA	taxon
reef	ASV_00001	tryptamine	NA	taxon
reef	ASV_00001	threonine	NA	taxon
reef	ASV_00001	taurine	NA	taxon
reef	ASV_00001	spermidine 3	NA	taxon
reef	ASV_00001	sn-glycerol 3-phosphate	NA	taxon
reef	ASV_00001	serine	NA	taxon
reef	ASV_00001	sarcosine	NA	taxon
reef	ASV_00001	putrescine 2	NA	taxon
reef	ASV_00001	proline	NA	taxon
reef	ASV_00001	phenylalanine	NA	taxon
reef	ASV_00001	pantothenic acid	NA	taxon
reef	ASV_00001	ornithine 2	NA	taxon
reef	ASV_00001	N-acetyl-muramic acid	NA	taxon
reef	ASV_00001	methionine	NA	taxon
reef	ASV_00001	malic acid	NA	taxon
reef	ASV_00001	lysine 2	NA	taxon
reef	ASV_00001	leucine	NA	taxon
reef	ASV_00001	kynurenine	NA	taxon
reef	ASV_00001	isoleucine	NA	taxon
reef	ASV_00001	isethionate	NA	taxon
reef	ASV_00001	homoserine betaine	NA	taxon
reef	ASV_00001	histidine	NA	taxon
reef	ASV_00001	guanosine	NA	taxon
reef	ASV_00001	glycine	NA	taxon
reef	ASV_00001	glutathione 2	NA	taxon
reef	ASV_00001	glutamine	NA	taxon
reef	ASV_00001	glutamic acid	NA	taxon
reef	ASV_00001	GABA	NA	taxon
reef	ASV_00001	folate	NA	taxon
reef	ASV_00001	DHPS	NA	taxon
reef	ASV_00001	cytidine	NA	taxon
reef	ASV_00001	cysteine 2	NA	taxon
reef	ASV_00001	cysteate	NA	taxon
reef	ASV_00001	citrulline	NA	taxon
reef	ASV_00001	ciliatine	NA	taxon
reef	ASV_00001	aspartate	NA	taxon
reef	ASV_00001	asparagine	NA	taxon
reef	ASV_00001	arginine	NA	taxon
reef	ASV_00001	amMP	NA	taxon
reef	ASV_00001	alanine	NA	taxon
reef	ASV_00001	5'UMP	NA	taxon
reef	ASV_00001	5'AMP	NA	taxon
reef	ASV_00001	4-aminobenzoic acid	NA	taxon
reef	ASV_00001	3'AMP	NA	taxon
reef	ASV_00001	2'deoxycytidine	NA	taxon
reef	ASV_00001	ASV_00323	NA	taxon
reef	ASV_00001	ASV_00568	NA	taxon
reef	ASV_00001	ASV_00400	NA	taxon
reef	ASV_00001	ASV_00346	NA	taxon
reef	ASV_00001	ASV_00389	NA	taxon
reef	ASV_00001	ASV_00307	NA	taxon
reef	ASV_00001	ASV_00313	NA	taxon
reef	ASV_00001	ASV_00451	NA	taxon
reef	ASV_00001	ASV_00337	NA	taxon
reef	ASV_00001	ASV_00349	NA	taxon
reef	ASV_00001	ASV_00300	NA	taxon
reef	ASV_00001	ASV_00317	NA	taxon
reef	ASV_00001	ASV_00186	NA	taxon
reef	ASV_00001	ASV_00370	NA	taxon
reef	ASV_00001	ASV_00441	NA	taxon
reef	ASV_00001	ASV_00277	NA	taxon
reef	ASV_00001	ASV_00282	NA	taxon
reef	ASV_00001	ASV_00264	NA	taxon
reef	ASV_00001	ASV_00271	0.07076734740084781	taxon
reef	ASV_00001	ASV_00524	NA	taxon
reef	ASV_00001	ASV_00260	NA	taxon
reef	ASV_00001	ASV_00256	NA	taxon
reef	ASV_00001	ASV_00251	NA	taxon
reef	ASV_00001	ASV_00314	NA	taxon
reef	ASV_00001	ASV_00236	NA	taxon
reef	ASV_00001	ASV_00231	NA	taxon
reef	ASV_00001	ASV_00392	NA	taxon
reef	ASV_00001	ASV_00243	NA	taxon
reef	ASV_00001	ASV_00209	NA	taxon
reef	ASV_00001	ASV_00624	NA	taxon
reef	ASV_00001	ASV_00290	NA	taxon
reef	ASV_00001	ASV_00177	NA	taxon
reef	ASV_00001	ASV_00229	NA	taxon
reef	ASV_00001	ASV_00171	NA	taxon
reef	ASV_00001	ASV_00227	NA	taxon
reef	ASV_00001	ASV_00153	NA	taxon
reef	ASV_00001	ASV_00168	NA	taxon
reef	ASV_00001	ASV_00361	NA	taxon
reef	ASV_00001	ASV_00146	NA	taxon
reef	ASV_00001	ASV_01134	NA	taxon
reef	ASV_00001	ASV_00138	NA	taxon
reef	ASV_00001	ASV_00130	NA	taxon
reef	ASV_00001	ASV_00131	0.07379035548638738	taxon
reef	ASV_00001	ASV_00269	NA	taxon
reef	ASV_00001	ASV_00155	NA	taxon
reef	ASV_00001	ASV_00191	NA	taxon
reef	ASV_00001	ASV_00129	NA	taxon
reef	ASV_00001	ASV_00217	NA	taxon
reef	ASV_00001	ASV_00164	NA	taxon
reef	ASV_00001	ASV_00240	NA	taxon
reef	ASV_00001	ASV_00147	NA	taxon
reef	ASV_00001	ASV_00215	0.08239082829307212	taxon
reef	ASV_00001	ASV_00105	NA	taxon
reef	ASV_00001	ASV_00094	0.014687999769693733	taxon
reef	ASV_00001	ASV_00124	NA	taxon
reef	ASV_00001	ASV_00096	NA	taxon
reef	ASV_00001	ASV_00097	NA	taxon
reef	ASV_00001	ASV_00119	NA	taxon
reef	ASV_00001	ASV_00125	NA	taxon
reef	ASV_00001	ASV_00111	NA	taxon
reef	ASV_00001	ASV_00092	NA	taxon
reef	ASV_00001	ASV_00093	NA	taxon
reef	ASV_00001	ASV_00084	NA	taxon
reef	ASV_00001	ASV_00080	NA	taxon
reef	ASV_00001	ASV_00072	NA	taxon
reef	ASV_00001	ASV_00150	NA	taxon
reef	ASV_00001	ASV_00059	0.07344007603136207	taxon
reef	ASV_00001	ASV_00058	NA	taxon
reef	ASV_00001	ASV_00054	NA	taxon
reef	ASV_00001	ASV_00066	0.013688313166264426	taxon
reef	ASV_00001	ASV_00053	NA	taxon
reef	ASV_00001	ASV_00060	NA	taxon
reef	ASV_00001	ASV_00133	-0.12231050024343734	taxon
reef	ASV_00001	ASV_00103	NA	taxon
reef	ASV_00001	ASV_00045	NA	taxon
reef	ASV_00001	ASV_00064	NA	taxon
reef	ASV_00001	ASV_00038	NA	taxon
reef	ASV_00001	ASV_00028	NA	taxon
reef	ASV_00001	ASV_00057	-0.03443680619211045	taxon
reef	ASV_00001	ASV_00051	NA	taxon
reef	ASV_00001	ASV_00018	NA	taxon
reef	ASV_00001	ASV_00031	-0.06878824901689146	taxon
reef	ASV_00001	ASV_00019	NA	taxon
reef	ASV_00001	ASV_00036	NA	taxon
reef	ASV_00001	ASV_00040	NA	taxon
reef	ASV_00001	ASV_00023	NA	taxon
reef	ASV_00001	ASV_00007	NA	taxon
reef	ASV_00001	ASV_00009	NA	taxon
reef	ASV_00001	ASV_00017	NA	taxon
reef	ASV_00001	ASV_00012	NA	taxon
reef	ASV_00001	ASV_00021	NA	taxon
reef	ASV_00001	ASV_00013	NA	taxon
reef	ASV_00001	ASV_00015	NA	taxon
reef	ASV_00001	ASV_00006	NA	taxon
reef	ASV_00001	ASV_00003	NA	taxon
reef	ASV_00001	ASV_00004	0.014704945079801801	taxon
reef	ASV_00001	ASV_00014	NA	taxon
reef	ASV_00001	ASV_00008	-0.04405712724430941	taxon
reef	ASV_00001	ASV_00002	NA	taxon
reef	ASV_00001	ASV_00001	NA	taxon
reef	ASV_00002	valine	NA	taxon
reef	ASV_00002	uridine	NA	taxon
reef	ASV_00002	tyrosine	NA	taxon
reef	ASV_00002	tryptophan	NA	taxon
reef	ASV_00002	tryptamine	NA	taxon
reef	ASV_00002	threonine	NA	taxon
reef	ASV_00002	taurine	NA	taxon
reef	ASV_00002	spermidine 3	NA	taxon
reef	ASV_00002	sn-glycerol 3-phosphate	NA	taxon
reef	ASV_00002	serine	NA	taxon
reef	ASV_00002	sarcosine	NA	taxon
reef	ASV_00002	putrescine 2	NA	taxon
reef	ASV_00002	proline	NA	taxon
reef	ASV_00002	phenylalanine	NA	taxon
reef	ASV_00002	pantothenic acid	NA	taxon
reef	ASV_00002	ornithine 2	NA	taxon
reef	ASV_00002	N-acetyl-muramic acid	NA	taxon
reef	ASV_00002	methionine	NA	taxon
reef	ASV_00002	malic acid	NA	taxon
reef	ASV_00002	lysine 2	NA	taxon
reef	ASV_00002	leucine	NA	taxon
reef	ASV_00002	kynurenine	NA	taxon
reef	ASV_00002	isoleucine	NA	taxon
reef	ASV_00002	isethionate	NA	taxon
reef	ASV_00002	homoserine betaine	NA	taxon
reef	ASV_00002	histidine	NA	taxon
reef	ASV_00002	guanosine	NA	taxon
reef	ASV_00002	glycine	NA	taxon
reef	ASV_00002	glutathione 2	NA	taxon
reef	ASV_00002	glutamine	NA	taxon
reef	ASV_00002	glutamic acid	NA	taxon
reef	ASV_00002	GABA	NA	taxon
reef	ASV_00002	folate	NA	taxon
reef	ASV_00002	DHPS	NA	taxon
reef	ASV_00002	cytidine	NA	taxon
reef	ASV_00002	cysteine 2	NA	taxon
reef	ASV_00002	cysteate	NA	taxon
reef	ASV_00002	citrulline	NA	taxon
reef	ASV_00002	ciliatine	NA	taxon
reef	ASV_00002	aspartate	NA	taxon
reef	ASV_00002	asparagine	NA	taxon
reef	ASV_00002	arginine	NA	taxon
reef	ASV_00002	amMP	NA	taxon
reef	ASV_00002	alanine	NA	taxon
reef	ASV_00002	5'UMP	NA	taxon
reef	ASV_00002	5'AMP	NA	taxon
reef	ASV_00002	4-aminobenzoic acid	NA	taxon
reef	ASV_00002	3'AMP	NA	taxon
reef	ASV_00002	2'deoxycytidine	NA	taxon
reef	ASV_00002	ASV_00323	NA	taxon
reef	ASV_00002	ASV_00568	NA	taxon
reef	ASV_00002	ASV_00400	NA	taxon
reef	ASV_00002	ASV_00346	NA	taxon
reef	ASV_00002	ASV_00389	NA	taxon
reef	ASV_00002	ASV_00307	NA	taxon
reef	ASV_00002	ASV_00313	NA	taxon
reef	ASV_00002	ASV_00451	NA	taxon
reef	ASV_00002	ASV_00337	NA	taxon
reef	ASV_00002	ASV_00349	NA	taxon
reef	ASV_00002	ASV_00300	NA	taxon
reef	ASV_00002	ASV_00317	NA	taxon
reef	ASV_00002	ASV_00186	NA	taxon
reef	ASV_00002	ASV_00370	NA	taxon
reef	ASV_00002	ASV_00441	NA	taxon
reef	ASV_00002	ASV_00277	NA	taxon
reef	ASV_00002	ASV_00282	NA	taxon
reef	ASV_00002	ASV_00264	NA	taxon
reef	ASV_00002	ASV_00271	NA	taxon
reef	ASV_00002	ASV_00524	NA	taxon
reef	ASV_00002	ASV_00260	NA	taxon
reef	ASV_00002	ASV_00256	NA	taxon
reef	ASV_00002	ASV_00251	NA	taxon
reef	ASV_00002	ASV_00314	NA	taxon
reef	ASV_00002	ASV_00236	NA	taxon
reef	ASV_00002	ASV_00231	NA	taxon
reef	ASV_00002	ASV_00392	NA	taxon
reef	ASV_00002	ASV_00243	NA	taxon
reef	ASV_00002	ASV_00209	NA	taxon
reef	ASV_00002	ASV_00624	NA	taxon
reef	ASV_00002	ASV_00290	NA	taxon
reef	ASV_00002	ASV_00177	NA	taxon
reef	ASV_00002	ASV_00229	NA	taxon
reef	ASV_00002	ASV_00171	NA	taxon
reef	ASV_00002	ASV_00227	NA	taxon
reef	ASV_00002	ASV_00153	NA	taxon
reef	ASV_00002	ASV_00168	NA	taxon
reef	ASV_00002	ASV_00361	NA	taxon
reef	ASV_00002	ASV_00146	NA	taxon
reef	ASV_00002	ASV_01134	NA	taxon
reef	ASV_00002	ASV_00138	NA	taxon
reef	ASV_00002	ASV_00130	NA	taxon
reef	ASV_00002	ASV_00131	NA	taxon
reef	ASV_00002	ASV_00269	NA	taxon
reef	ASV_00002	ASV_00155	NA	taxon
reef	ASV_00002	ASV_00191	NA	taxon
reef	ASV_00002	ASV_00129	NA	taxon
reef	ASV_00002	ASV_00217	NA	taxon
reef	ASV_00002	ASV_00164	NA	taxon
reef	ASV_00002	ASV_00240	NA	taxon
reef	ASV_00002	ASV_00147	NA	taxon
reef	ASV_00002	ASV_00215	NA	taxon
reef	ASV_00002	ASV_00105	NA	taxon
reef	ASV_00002	ASV_00094	NA	taxon
reef	ASV_00002	ASV_00124	NA	taxon
reef	ASV_00002	ASV_00096	NA	taxon
reef	ASV_00002	ASV_00097	NA	taxon
reef	ASV_00002	ASV_00119	NA	taxon
reef	ASV_00002	ASV_00125	NA	taxon
reef	ASV_00002	ASV_00111	NA	taxon
reef	ASV_00002	ASV_00092	NA	taxon
reef	ASV_00002	ASV_00093	NA	taxon
reef	ASV_00002	ASV_00084	NA	taxon
reef	ASV_00002	ASV_00080	NA	taxon
reef	ASV_00002	ASV_00072	NA	taxon
reef	ASV_00002	ASV_00150	0.008052906486597872	taxon
reef	ASV_00002	ASV_00059	NA	taxon
reef	ASV_00002	ASV_00058	NA	taxon
reef	ASV_00002	ASV_00054	NA	taxon
reef	ASV_00002	ASV_00066	NA	taxon
reef	ASV_00002	ASV_00053	NA	taxon
reef	ASV_00002	ASV_00060	NA	taxon
reef	ASV_00002	ASV_00133	NA	taxon
reef	ASV_00002	ASV_00103	NA	taxon
reef	ASV_00002	ASV_00045	NA	taxon
reef	ASV_00002	ASV_00064	NA	taxon
reef	ASV_00002	ASV_00038	NA	taxon
reef	ASV_00002	ASV_00028	NA	taxon
reef	ASV_00002	ASV_00057	NA	taxon
reef	ASV_00002	ASV_00051	NA	taxon
reef	ASV_00002	ASV_00018	NA	taxon
reef	ASV_00002	ASV_00031	NA	taxon
reef	ASV_00002	ASV_00019	NA	taxon
reef	ASV_00002	ASV_00036	NA	taxon
reef	ASV_00002	ASV_00040	NA	taxon
reef	ASV_00002	ASV_00023	0.14850418881176358	taxon
reef	ASV_00002	ASV_00007	NA	taxon
reef	ASV_00002	ASV_00009	NA	taxon
reef	ASV_00002	ASV_00017	NA	taxon
reef	ASV_00002	ASV_00012	0.2236041257466079	taxon
reef	ASV_00002	ASV_00021	NA	taxon
reef	ASV_00002	ASV_00013	NA	taxon
reef	ASV_00002	ASV_00015	NA	taxon
reef	ASV_00002	ASV_00006	NA	taxon
reef	ASV_00002	ASV_00003	NA	taxon
reef	ASV_00002	ASV_00004	NA	taxon
reef	ASV_00002	ASV_00014	NA	taxon
reef	ASV_00002	ASV_00008	NA	taxon
reef	ASV_00002	ASV_00002	NA	taxon
reef	ASV_00002	ASV_00001	NA	taxon
reef	ASV_00008	valine	NA	taxon
reef	ASV_00008	uridine	NA	taxon
reef	ASV_00008	tyrosine	NA	taxon
reef	ASV_00008	tryptophan	NA	taxon
reef	ASV_00008	tryptamine	NA	taxon
reef	ASV_00008	threonine	NA	taxon
reef	ASV_00008	taurine	NA	taxon
reef	ASV_00008	spermidine 3	NA	taxon
reef	ASV_00008	sn-glycerol 3-phosphate	NA	taxon
reef	ASV_00008	serine	NA	taxon
reef	ASV_00008	sarcosine	NA	taxon
reef	ASV_00008	putrescine 2	NA	taxon
reef	ASV_00008	proline	NA	taxon
reef	ASV_00008	phenylalanine	NA	taxon
reef	ASV_00008	pantothenic acid	NA	taxon
reef	ASV_00008	ornithine 2	NA	taxon
reef	ASV_00008	N-acetyl-muramic acid	NA	taxon
reef	ASV_00008	methionine	NA	taxon
reef	ASV_00008	malic acid	NA	taxon
reef	ASV_00008	lysine 2	NA	taxon
reef	ASV_00008	leucine	NA	taxon
reef	ASV_00008	kynurenine	NA	taxon
reef	ASV_00008	isoleucine	NA	taxon
reef	ASV_00008	isethionate	NA	taxon
reef	ASV_00008	homoserine betaine	NA	taxon
reef	ASV_00008	histidine	NA	taxon
reef	ASV_00008	guanosine	NA	taxon
reef	ASV_00008	glycine	NA	taxon
reef	ASV_00008	glutathione 2	NA	taxon
reef	ASV_00008	glutamine	NA	taxon
reef	ASV_00008	glutamic acid	NA	taxon
reef	ASV_00008	GABA	NA	taxon
reef	ASV_00008	folate	NA	taxon
reef	ASV_00008	DHPS	NA	taxon
reef	ASV_00008	cytidine	NA	taxon
reef	ASV_00008	cysteine 2	NA	taxon
reef	ASV_00008	cysteate	NA	taxon
reef	ASV_00008	citrulline	NA	taxon
reef	ASV_00008	ciliatine	NA	taxon
reef	ASV_00008	aspartate	NA	taxon
reef	ASV_00008	asparagine	NA	taxon
reef	ASV_00008	arginine	NA	taxon
reef	ASV_00008	amMP	NA	taxon
reef	ASV_00008	alanine	NA	taxon
reef	ASV_00008	5'UMP	NA	taxon
reef	ASV_00008	5'AMP	NA	taxon
reef	ASV_00008	4-aminobenzoic acid	NA	taxon
reef	ASV_00008	3'AMP	NA	taxon
reef	ASV_00008	2'deoxycytidine	NA	taxon
reef	ASV_00008	ASV_00323	NA	taxon
reef	ASV_00008	ASV_00568	-0.020639438695466056	taxon
reef	ASV_00008	ASV_00400	NA	taxon
reef	ASV_00008	ASV_00346	NA	taxon
reef	ASV_00008	ASV_00389	NA	taxon
reef	ASV_00008	ASV_00307	NA	taxon
reef	ASV_00008	ASV_00313	NA	taxon
reef	ASV_00008	ASV_00451	NA	taxon
reef	ASV_00008	ASV_00337	NA	taxon
reef	ASV_00008	ASV_00349	NA	taxon
reef	ASV_00008	ASV_00300	NA	taxon
reef	ASV_00008	ASV_00317	NA	taxon
reef	ASV_00008	ASV_00186	NA	taxon
reef	ASV_00008	ASV_00370	NA	taxon
reef	ASV_00008	ASV_00441	-0.008521915368921773	taxon
reef	ASV_00008	ASV_00277	NA	taxon
reef	ASV_00008	ASV_00282	NA	taxon
reef	ASV_00008	ASV_00264	NA	taxon
reef	ASV_00008	ASV_00271	NA	taxon
reef	ASV_00008	ASV_00524	NA	taxon
reef	ASV_00008	ASV_00260	NA	taxon
reef	ASV_00008	ASV_00256	NA	taxon
reef	ASV_00008	ASV_00251	NA	taxon
reef	ASV_00008	ASV_00314	NA	taxon
reef	ASV_00008	ASV_00236	NA	taxon
reef	ASV_00008	ASV_00231	NA	taxon
reef	ASV_00008	ASV_00392	NA	taxon
reef	ASV_00008	ASV_00243	NA	taxon
reef	ASV_00008	ASV_00209	NA	taxon
reef	ASV_00008	ASV_00624	NA	taxon
reef	ASV_00008	ASV_00290	NA	taxon
reef	ASV_00008	ASV_00177	NA	taxon
reef	ASV_00008	ASV_00229	NA	taxon
reef	ASV_00008	ASV_00171	NA	taxon
reef	ASV_00008	ASV_00227	NA	taxon
reef	ASV_00008	ASV_00153	NA	taxon
reef	ASV_00008	ASV_00168	NA	taxon
reef	ASV_00008	ASV_00361	NA	taxon
reef	ASV_00008	ASV_00146	NA	taxon
reef	ASV_00008	ASV_01134	NA	taxon
reef	ASV_00008	ASV_00138	NA	taxon
reef	ASV_00008	ASV_00130	NA	taxon
reef	ASV_00008	ASV_00131	NA	taxon
reef	ASV_00008	ASV_00269	NA	taxon
reef	ASV_00008	ASV_00155	NA	taxon
reef	ASV_00008	ASV_00191	NA	taxon
reef	ASV_00008	ASV_00129	NA	taxon
reef	ASV_00008	ASV_00217	NA	taxon
reef	ASV_00008	ASV_00164	NA	taxon
reef	ASV_00008	ASV_00240	NA	taxon
reef	ASV_00008	ASV_00147	NA	taxon
reef	ASV_00008	ASV_00215	NA	taxon
reef	ASV_00008	ASV_00105	NA	taxon
reef	ASV_00008	ASV_00094	NA	taxon
reef	ASV_00008	ASV_00124	NA	taxon
reef	ASV_00008	ASV_00096	NA	taxon
reef	ASV_00008	ASV_00097	NA	taxon
reef	ASV_00008	ASV_00119	0.10634664404089425	taxon
reef	ASV_00008	ASV_00125	NA	taxon
reef	ASV_00008	ASV_00111	NA	taxon
reef	ASV_00008	ASV_00092	NA	taxon
reef	ASV_00008	ASV_00093	NA	taxon
reef	ASV_00008	ASV_00084	NA	taxon
reef	ASV_00008	ASV_00080	NA	taxon
reef	ASV_00008	ASV_00072	0.038365527564728025	taxon
reef	ASV_00008	ASV_00150	NA	taxon
reef	ASV_00008	ASV_00059	NA	taxon
reef	ASV_00008	ASV_00058	-0.026380186677680717	taxon
reef	ASV_00008	ASV_00054	NA	taxon
reef	ASV_00008	ASV_00066	NA	taxon
reef	ASV_00008	ASV_00053	0.04693114485680247	taxon
reef	ASV_00008	ASV_00060	NA	taxon
reef	ASV_00008	ASV_00133	NA	taxon
reef	ASV_00008	ASV_00103	NA	taxon
reef	ASV_00008	ASV_00045	NA	taxon
reef	ASV_00008	ASV_00064	NA	taxon
reef	ASV_00008	ASV_00038	NA	taxon
reef	ASV_00008	ASV_00028	NA	taxon
reef	ASV_00008	ASV_00057	NA	taxon
reef	ASV_00008	ASV_00051	NA	taxon
reef	ASV_00008	ASV_00018	NA	taxon
reef	ASV_00008	ASV_00031	0.0931282244163869	taxon
reef	ASV_00008	ASV_00019	NA	taxon
reef	ASV_00008	ASV_00036	NA	taxon
reef	ASV_00008	ASV_00040	NA	taxon
reef	ASV_00008	ASV_00023	NA	taxon
reef	ASV_00008	ASV_00007	NA	taxon
reef	ASV_00008	ASV_00009	NA	taxon
reef	ASV_00008	ASV_00017	NA	taxon
reef	ASV_00008	ASV_00012	NA	taxon
reef	ASV_00008	ASV_00021	NA	taxon
reef	ASV_00008	ASV_00013	NA	taxon
reef	ASV_00008	ASV_00015	0.3596744920818264	taxon
reef	ASV_00008	ASV_00006	NA	taxon
reef	ASV_00008	ASV_00003	NA	taxon
reef	ASV_00008	ASV_00004	NA	taxon
reef	ASV_00008	ASV_00014	NA	taxon
reef	ASV_00008	ASV_00008	NA	taxon
reef	ASV_00008	ASV_00002	NA	taxon
reef	ASV_00008	ASV_00001	NA	taxon
reef	ASV_00014	valine	NA	taxon
reef	ASV_00014	uridine	NA	taxon
reef	ASV_00014	tyrosine	NA	taxon
reef	ASV_00014	tryptophan	NA	taxon
reef	ASV_00014	tryptamine	NA	taxon
reef	ASV_00014	threonine	NA	taxon
reef	ASV_00014	taurine	NA	taxon
reef	ASV_00014	spermidine 3	NA	taxon
reef	ASV_00014	sn-glycerol 3-phosphate	NA	taxon
reef	ASV_00014	serine	NA	taxon
reef	ASV_00014	sarcosine	NA	taxon
reef	ASV_00014	putrescine 2	NA	taxon
reef	ASV_00014	proline	NA	taxon
reef	ASV_00014	phenylalanine	NA	taxon
reef	ASV_00014	pantothenic acid	NA	taxon
reef	ASV_00014	ornithine 2	NA	taxon
reef	ASV_00014	N-acetyl-muramic acid	NA	taxon
reef	ASV_00014	methionine	NA	taxon
reef	ASV_00014	malic acid	NA	taxon
reef	ASV_00014	lysine 2	NA	taxon
reef	ASV_00014	leucine	NA	taxon
reef	ASV_00014	kynurenine	NA	taxon
reef	ASV_00014	isoleucine	NA	taxon
reef	ASV_00014	isethionate	NA	taxon
reef	ASV_00014	homoserine betaine	NA	taxon
reef	ASV_00014	histidine	NA	taxon
reef	ASV_00014	guanosine	NA	taxon
reef	ASV_00014	glycine	NA	taxon
reef	ASV_00014	glutathione 2	NA	taxon
reef	ASV_00014	glutamine	NA	taxon
reef	ASV_00014	glutamic acid	NA	taxon
reef	ASV_00014	GABA	NA	taxon
reef	ASV_00014	folate	NA	taxon
reef	ASV_00014	DHPS	NA	taxon
reef	ASV_00014	cytidine	NA	taxon
reef	ASV_00014	cysteine 2	NA	taxon
reef	ASV_00014	cysteate	NA	taxon
reef	ASV_00014	citrulline	NA	taxon
reef	ASV_00014	ciliatine	NA	taxon
reef	ASV_00014	aspartate	NA	taxon
reef	ASV_00014	asparagine	NA	taxon
reef	ASV_00014	arginine	NA	taxon
reef	ASV_00014	amMP	NA	taxon
reef	ASV_00014	alanine	NA	taxon
reef	ASV_00014	5'UMP	NA	taxon
reef	ASV_00014	5'AMP	NA	taxon
reef	ASV_00014	4-aminobenzoic acid	NA	taxon
reef	ASV_00014	3'AMP	NA	taxon
reef	ASV_00014	2'deoxycytidine	NA	taxon
reef	ASV_00014	ASV_00323	NA	taxon
reef	ASV_00014	ASV_00568	NA	taxon
reef	ASV_00014	ASV_00400	NA	taxon
reef	ASV_00014	ASV_00346	-0.013312764781097303	taxon
reef	ASV_00014	ASV_00389	NA	taxon
reef	ASV_00014	ASV_00307	NA	taxon
reef	ASV_00014	ASV_00313	NA	taxon
reef	ASV_00014	ASV_00451	NA	taxon
reef	ASV_00014	ASV_00337	NA	taxon
reef	ASV_00014	ASV_00349	NA	taxon
reef	ASV_00014	ASV_00300	NA	taxon
reef	ASV_00014	ASV_00317	NA	taxon
reef	ASV_00014	ASV_00186	NA	taxon
reef	ASV_00014	ASV_00370	NA	taxon
reef	ASV_00014	ASV_00441	NA	taxon
reef	ASV_00014	ASV_00277	NA	taxon
reef	ASV_00014	ASV_00282	NA	taxon
reef	ASV_00014	ASV_00264	NA	taxon
reef	ASV_00014	ASV_00271	NA	taxon
reef	ASV_00014	ASV_00524	NA	taxon
reef	ASV_00014	ASV_00260	NA	taxon
reef	ASV_00014	ASV_00256	NA	taxon
reef	ASV_00014	ASV_00251	NA	taxon
reef	ASV_00014	ASV_00314	NA	taxon
reef	ASV_00014	ASV_00236	NA	taxon
reef	ASV_00014	ASV_00231	NA	taxon
reef	ASV_00014	ASV_00392	NA	taxon
reef	ASV_00014	ASV_00243	NA	taxon
reef	ASV_00014	ASV_00209	NA	taxon
reef	ASV_00014	ASV_00624	NA	taxon
reef	ASV_00014	ASV_00290	NA	taxon
reef	ASV_00014	ASV_00177	NA	taxon
reef	ASV_00014	ASV_00229	NA	taxon
reef	ASV_00014	ASV_00171	NA	taxon
reef	ASV_00014	ASV_00227	NA	taxon
reef	ASV_00014	ASV_00153	NA	taxon
reef	ASV_00014	ASV_00168	NA	taxon
reef	ASV_00014	ASV_00361	NA	taxon
reef	ASV_00014	ASV_00146	NA	taxon
reef	ASV_00014	ASV_01134	NA	taxon
reef	ASV_00014	ASV_00138	NA	taxon
reef	ASV_00014	ASV_00130	NA	taxon
reef	ASV_00014	ASV_00131	NA	taxon
reef	ASV_00014	ASV_00269	NA	taxon
reef	ASV_00014	ASV_00155	-0.02802193283295104	taxon
reef	ASV_00014	ASV_00191	NA	taxon
reef	ASV_00014	ASV_00129	NA	taxon
reef	ASV_00014	ASV_00217	NA	taxon
reef	ASV_00014	ASV_00164	NA	taxon
reef	ASV_00014	ASV_00240	NA	taxon
reef	ASV_00014	ASV_00147	NA	taxon
reef	ASV_00014	ASV_00215	NA	taxon
reef	ASV_00014	ASV_00105	NA	taxon
reef	ASV_00014	ASV_00094	NA	taxon
reef	ASV_00014	ASV_00124	NA	taxon
reef	ASV_00014	ASV_00096	NA	taxon
reef	ASV_00014	ASV_00097	NA	taxon
reef	ASV_00014	ASV_00119	NA	taxon
reef	ASV_00014	ASV_00125	NA	taxon
reef	ASV_00014	ASV_00111	NA	taxon
reef	ASV_00014	ASV_00092	NA	taxon
reef	ASV_00014	ASV_00093	NA	taxon
reef	ASV_00014	ASV_00084	NA	taxon
reef	ASV_00014	ASV_00080	NA	taxon
reef	ASV_00014	ASV_00072	NA	taxon
reef	ASV_00014	ASV_00150	NA	taxon
reef	ASV_00014	ASV_00059	NA	taxon
reef	ASV_00014	ASV_00058	NA	taxon
reef	ASV_00014	ASV_00054	NA	taxon
reef	ASV_00014	ASV_00066	NA	taxon
reef	ASV_00014	ASV_00053	NA	taxon
reef	ASV_00014	ASV_00060	NA	taxon
reef	ASV_00014	ASV_00133	NA	taxon
reef	ASV_00014	ASV_00103	NA	taxon
reef	ASV_00014	ASV_00045	NA	taxon
reef	ASV_00014	ASV_00064	NA	taxon
reef	ASV_00014	ASV_00038	0.16481152931985957	taxon
reef	ASV_00014	ASV_00028	NA	taxon
reef	ASV_00014	ASV_00057	NA	taxon
reef	ASV_00014	ASV_00051	NA	taxon
reef	ASV_00014	ASV_00018	NA	taxon
reef	ASV_00014	ASV_00031	NA	taxon
reef	ASV_00014	ASV_00019	NA	taxon
reef	ASV_00014	ASV_00036	0.07085531887920182	taxon
reef	ASV_00014	ASV_00040	NA	taxon
reef	ASV_00014	ASV_00023	NA	taxon
reef	ASV_00014	ASV_00007	NA	taxon
reef	ASV_00014	ASV_00009	NA	taxon
reef	ASV_00014	ASV_00017	NA	taxon
